BATHRM,HF_BATHRM,HEAT,AC,BEDRM,AYB,EYB,PRICE,GBA,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,WARD,SALEYEAR,RMDL
3,1,Hot Water Rad,1,4,1906.0,1972,1050000.0,2401.0,3 Story,Row Inside,Very Good,3,Common Brick,Metal- Sms,Hardwood,2,1,24,1627,Ward 2,2011.0,1
3,1,Warm Cool,1,3,1917.0,1967,1325000.0,2692.0,2 Story,Row Inside,Above Average,5,Stucco,Metal- Sms,Hardwood,2,1,24,1815,Ward 2,2011.0,1
3,1,Warm Cool,1,3,1908.0,1967,1240000.0,1662.0,2 Story,Row Inside,Above Average,5,Common Brick,Metal- Sms,Hardwood,1,0,11,1424,Ward 2,2010.0,1
2,1,Forced Air,1,3,1880.0,1984,1065000.0,1600.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Built Up,Hardwood,1,1,13,2090,Ward 2,2012.0,1
2,1,Hot Water Rad,1,3,1880.0,1967,1100000.0,1958.0,2 Story,Single,Above Average,4,Common Brick,Built Up,Hardwood,1,2,12,2090,Ward 2,2012.0,1
3,1,Forced Air,1,3,1900.0,1984,1210000.0,2520.0,3 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,2,3,11,1853,Ward 2,2013.0,1
3,1,Warm Cool,1,4,1800.0,1964,846000.0,2610.0,3 Story,Row End,Above Average,3,Common Brick,Built Up,Hardwood,2,2,24,1971,Ward 2,2011.0,1
1,0,Hot Water Rad,0,1,1885.0,1967,499000.0,1104.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood/Carp,2,1,24,374,Ward 2,2010.0,1
4,0,Forced Air,1,5,1900.0,1972,1295000.0,2751.0,3 Story,Row End,Very Good,4,Common Brick,Built Up,Hardwood/Carp,3,2,24,1626,Ward 2,2012.0,1
3,0,Hot Water Rad,1,6,1885.0,1969,1255000.0,2196.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,3,24,1400,Ward 2,2012.0,1
4,2,Warm Cool,1,3,1907.0,1964,993500.0,1148.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,1,1,11,814,Ward 2,2014.0,1
2,1,Warm Cool,1,4,1979.0,1990,1155000.0,1380.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,2,2,24,1183,Ward 2,2013.0,1
2,1,Warm Cool,1,3,1979.0,1990,1363000.0,1380.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,2,2,24,1320,Ward 2,2017.0,1
3,1,Warm Cool,1,4,1979.0,1990,1148000.0,1380.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,2,2,24,1368,Ward 2,2010.0,1
2,1,Warm Cool,1,3,1906.0,1969,1280000.0,1630.0,2 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,1,2,11,1000,Ward 2,2014.0,1
2,1,Warm Cool,1,3,1908.0,1969,890000.0,1590.0,2 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood,1,0,11,1424,Ward 2,2012.0,1
3,1,Hot Water Rad,1,3,1908.0,1969,1345000.0,1590.0,2 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood,2,0,11,1424,Ward 2,2018.0,1
3,1,Hot Water Rad,1,3,1908.0,1967,1315000.0,1566.0,2 Story,Row Inside,Above Average,5,Common Brick,Metal- Sms,Hardwood,2,0,11,1424,Ward 2,2013.0,1
3,1,Hot Water Rad,0,5,1906.0,1972,1060000.0,2548.0,3 Story,Row Inside,Very Good,3,Common Brick,Metal- Sms,Hardwood,1,0,11,1627,Ward 2,2011.0,1
3,0,Hot Water Rad,0,3,1906.0,1963,979000.0,2443.0,3 Story,Row Inside,Very Good,3,Common Brick,Built Up,Hardwood,2,0,24,1627,Ward 2,2010.0,1
2,0,Warm Cool,1,3,1939.0,1985,865000.0,918.0,2 Story,Row Inside,Above Average,4,Common Brick,Slate,Hardwood,2,1,11,680,Ward 2,2015.0,1
2,0,Warm Cool,1,3,1939.0,1967,950000.0,918.0,2 Story,Row Inside,Above Average,4,Common Brick,Slate,Hardwood,1,1,11,652,Ward 2,2017.0,1
2,1,Warm Cool,1,2,1880.0,1967,799000.0,970.0,2 Story,Row End,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,1,11,710,Ward 2,2012.0,1
2,0,Hot Water Rad,0,2,1885.0,1957,1050000.0,1440.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,3,11,1800,Ward 2,2014.0,1
2,1,Warm Cool,1,3,1900.0,1960,1330000.0,1780.0,2 Story,Row Inside,Good Quality,3,Stucco,Built Up,Hardwood,2,1,24,1800,Ward 2,2017.0,0
2,0,Warm Cool,1,3,1904.0,1969,650000.0,1281.0,3 Story,Row Inside,Good Quality,4,Brick/Stone,Built Up,Hardwood,1,1,11,421,Ward 1,2013.0,1
2,0,Warm Cool,1,3,1900.0,1969,830000.0,1335.0,3 Story,Row Inside,Good Quality,4,Brick/Stone,Built Up,Hardwood,1,0,11,560,Ward 1,2016.0,1
1,1,Warm Cool,1,3,1880.0,1967,673500.0,1350.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,827,Ward 1,2010.0,1
3,1,Ht Pump,1,4,1890.0,1969,1048500.0,1900.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,922,Ward 2,2010.0,1
2,0,Hot Water Rad,0,4,1900.0,1963,990000.0,1707.0,3 Story,Semi-Detached,Very Good,3,Common Brick,Metal- Sms,Hardwood,2,0,24,517,Ward 2,2018.0,0
3,1,Forced Air,1,3,1900.0,1969,820000.0,1512.0,4 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,429,Ward 2,2012.0,1
3,0,Hot Water Rad,1,5,1880.0,1987,1410000.0,2397.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,1,1,11,1612,Ward 2,2016.0,1
4,0,Warm Cool,1,6,1905.0,1963,1255000.0,3078.0,3 Story,Row End,Very Good,3,Common Brick,Built Up,Hardwood,2,3,24,1900,Ward 2,2010.0,1
2,0,Warm Cool,1,3,1890.0,1972,1050000.0,2037.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,1,2,11,1450,Ward 2,2013.0,1
2,1,Hot Water Rad,1,3,1890.0,1969,1210000.0,1624.0,2 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,1,1,11,1637,Ward 2,2016.0,0
2,1,Warm Cool,1,3,1885.0,1969,1120000.0,1464.0,2 Story,Row Inside,Good Quality,4,Stucco,Built Up,Hardwood,2,1,24,1015,Ward 2,2017.0,1
4,1,Warm Cool,1,3,1917.0,1969,1065000.0,2220.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,1030,Ward 2,2013.0,1
1,1,Warm Cool,1,2,1880.0,1964,900000.0,1728.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,3,11,900,Ward 2,2014.0,1
1,1,Warm Cool,1,2,1876.0,1964,915000.0,1152.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,900,Ward 2,2017.0,1
2,0,Warm Cool,1,2,1900.0,1969,1080000.0,1494.0,3 Story,Row End,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,11,609,Ward 2,2018.0,1
1,1,Warm Cool,1,3,1880.0,1961,899000.0,900.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,827,Ward 1,2018.0,0
2,0,Warm Cool,1,3,1880.0,1964,778000.0,1350.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,827,Ward 1,2016.0,1
1,1,Warm Cool,1,3,1900.0,1964,875000.0,1350.0,3 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,1,0,11,827,Ward 1,2017.0,1
2,0,Warm Cool,1,3,1900.0,1964,680000.0,1350.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,827,Ward 1,2011.0,1
1,1,Warm Cool,1,3,1878.0,1964,880000.0,1350.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,827,Ward 1,2017.0,1
5,1,Warm Cool,1,5,1900.0,1969,1050000.0,1788.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,1120,Ward 1,2013.0,1
2,1,Warm Cool,1,3,1900.0,1967,970000.0,1728.0,3 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,2,1,24,960,Ward 1,2016.0,1
2,1,Warm Cool,1,3,1920.0,1967,1110000.0,1728.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,1,24,960,Ward 1,2016.0,1
1,1,Warm Cool,1,2,1900.0,1964,746500.0,1184.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,1,0,11,1120,Ward 1,2011.0,1
2,0,Warm Cool,1,3,1907.0,1954,785000.0,1184.0,2 Story,Row Inside,Average,3,Common Brick,Built Up,Hardwood,2,0,11,1120,Ward 1,2016.0,0
1,1,Warm Cool,1,3,1900.0,1967,760000.0,1192.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,815,Ward 1,2014.0,1
2,0,Warm Cool,1,2,1900.0,1967,755000.0,1192.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,2,11,815,Ward 1,2014.0,1
3,1,Ht Pump,1,3,1989.0,2000,800000.0,1620.0,3 Story,Multi,Very Good,5,Concrete Block,Built Up,Hardwood/Carp,2,1,23,746,Ward 2,2012.0,0
3,1,Warm Cool,1,3,1989.0,2000,825000.0,1665.0,3 Story,Multi,Very Good,5,Concrete Block,Built Up,Hardwood/Carp,2,1,23,734,Ward 2,2011.0,1
2,1,Forced Air,1,3,1920.0,1967,1049900.0,1824.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1760,Ward 1,2013.0,1
2,1,Hot Water Rad,1,3,1895.0,1967,1175000.0,1912.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,1760,Ward 1,2016.0,1
1,1,Hot Water Rad,1,3,1890.0,1967,825000.0,1422.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood/Carp,1,2,11,1125,Ward 1,2017.0,1
1,0,Forced Air,0,3,1890.0,1957,928000.0,1322.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,1125,Ward 1,2018.0,0
1,0,Hot Water Rad,0,3,1890.0,1957,700000.0,1322.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Carpet,1,0,11,1125,Ward 1,2018.0,1
1,1,Forced Air,1,2,1890.0,2008,870000.0,1348.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,1125,Ward 1,2016.0,1
3,2,Hot Water Rad,1,5,1880.0,1963,1250000.0,2716.0,3 Story,Row Inside,Very Good,4,Common Brick,Metal- Sms,Hardwood,1,6,11,1860,Ward 2,2012.0,0
4,1,Warm Cool,1,6,1885.0,1969,1395000.0,2903.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,1964,Ward 2,2013.0,1
2,2,Warm Cool,1,2,1957.0,1978,801000.0,1200.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,1,11,1127,Ward 2,2012.0,1
2,1,Warm Cool,1,2,1960.0,1978,1060000.0,1200.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,1,11,873,Ward 2,2014.0,1
1,0,Hot Water Rad,0,2,1900.0,1957,825000.0,1308.0,2 Story,Row End,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,1726,Ward 2,2012.0,1
1,1,Warm Cool,1,2,1900.0,1967,875000.0,1206.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,1726,Ward 2,2012.0,1
3,1,Warm Cool,1,3,1980.0,1993,780000.0,1764.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,1,1,11,987,Ward 2,2011.0,1
3,0,Warm Cool,1,3,1950.0,1963,965150.0,2142.0,3 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,2,1,24,1184,Ward 2,2015.0,1
3,1,Warm Cool,1,3,1976.0,1989,925000.0,2016.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,1,24,1157,Ward 2,2013.0,1
3,0,Warm Cool,1,2,1907.0,1972,1000000.0,1386.0,3 Story,Row Inside,Very Good,4,Brick/Stone,Built Up,Hardwood,1,1,11,952,Ward 1,2016.0,1
2,1,Hot Water Rad,0,3,1907.0,1972,650000.0,1851.0,3 Story,Row Inside,Very Good,3,Brick/Stone,Built Up,Hardwood,2,1,24,952,Ward 1,2011.0,1
2,1,Warm Cool,1,5,1910.0,1963,1180000.0,2443.0,3 Story,Row Inside,Very Good,3,Common Brick,Built Up,Hardwood,1,1,11,1300,Ward 1,2016.0,0
6,1,Warm Cool,1,6,1900.0,1972,1231000.0,2838.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,2,1,24,1190,Ward 1,2012.0,1
1,1,Warm Cool,1,3,1900.0,1967,772000.0,1304.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,960,Ward 1,2014.0,1
1,1,Warm Cool,1,3,1900.0,1967,755000.0,1286.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,960,Ward 1,2013.0,1
3,1,Forced Air,1,4,1895.0,1969,1014000.0,1412.0,3 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood,1,0,11,990,Ward 1,2015.0,1
2,1,Forced Air,1,3,1895.0,1969,932000.0,2100.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood/Carp,1,6,11,990,Ward 1,2017.0,1
3,1,Forced Air,1,4,1895.0,1972,1039000.0,2192.0,3.5 Story Fin,Row End,Very Good,4,Common Brick,Built Up,Hardwood,2,4,24,874,Ward 1,2011.0,1
4,0,Hot Water Rad,1,8,1895.0,1960,1070000.0,2811.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood,4,0,24,1612,Ward 1,2010.0,1
2,0,Forced Air,1,3,1908.0,1967,945000.0,1384.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1150,Ward 1,2015.0,1
1,1,Ht Pump,1,3,1908.0,1967,649000.0,1184.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,1162,Ward 1,2010.0,1
1,1,Hot Water Rad,1,3,1908.0,1967,640000.0,1192.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,1162,Ward 1,2010.0,1
2,0,Forced Air,1,2,1908.0,1967,693000.0,1216.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,1162,Ward 1,2013.0,1
1,1,Forced Air,1,2,1890.0,1967,755000.0,1322.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,1,11,1125,Ward 1,2013.0,1
3,1,Warm Cool,1,3,1895.0,1986,1405000.0,1952.0,2 Story,Row Inside,Good Quality,5,Common Brick,Built Up,Hardwood,1,2,13,1056,Ward 1,2016.0,1
2,0,Forced Air,1,3,1900.0,1960,1050000.0,1128.0,2 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,2,0,24,640,Ward 1,2018.0,1
3,1,Forced Air,1,3,1890.0,1995,771000.0,1088.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,740,Ward 1,2012.0,1
2,0,Hot Water Rad,1,2,1873.0,1964,749000.0,1136.0,2 Story,Row End,Average,5,Common Brick,Built Up,Hardwood,2,0,24,1254,Ward 2,2010.0,1
2,0,Warm Cool,1,3,1880.0,1969,1140000.0,2463.0,2 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood,1,0,11,2033,Ward 2,2013.0,1
3,1,Forced Air,1,4,1895.0,1969,1175000.0,1938.0,3 Story,Row Inside,Good Quality,5,Common Brick,Metal- Sms,Hardwood,1,0,11,924,Ward 2,2011.0,1
3,1,Hot Water Rad,1,5,1900.0,1963,1250000.0,2176.0,3 Story,Row Inside,Very Good,4,Stone,Built Up,Hardwood,2,2,24,1623,Ward 1,2014.0,1
3,1,Hot Water Rad,1,5,1905.0,1972,1370000.0,2512.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,2,4,24,1199,Ward 1,2017.0,0
2,0,Warm Cool,1,5,1890.0,1969,940000.0,1304.0,2 Story,Row End,Good Quality,4,Common Brick,Metal- Sms,Hardwood,1,0,11,939,Ward 2,2015.0,1
3,0,Hot Water Rad,1,4,1910.0,1960,1120000.0,1876.0,3 Story,Row Inside,Good Quality,3,Common Brick,Metal- Sms,Hardwood,1,1,11,1163,Ward 2,2017.0,0
2,2,Warm Cool,1,3,1921.0,1972,1275000.0,2206.0,3 Story,Row Inside,Very Good,4,Common Brick,Metal- Sms,Hardwood,2,1,24,957,Ward 2,2010.0,1
3,0,Warm Cool,1,7,1906.0,1963,1361000.0,2490.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,2,2,24,1052,Ward 2,2013.0,1
2,1,Warm Cool,1,2,1900.0,1964,805000.0,1242.0,2 Story,Row End,Average,4,Stucco,Built Up,Hardwood,1,0,11,968,Ward 2,2016.0,1
2,1,Warm Cool,1,3,1900.0,1964,1155200.0,1852.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,1450,Ward 1,2017.0,1
2,1,Warm Cool,1,3,1900.0,1964,1037500.0,1852.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,1,11,1450,Ward 1,2017.0,0
2,1,Hot Water Rad,1,3,1907.0,1967,730000.0,1354.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,1133,Ward 1,2010.0,1
3,1,Warm Cool,1,3,1907.0,1967,755000.0,1354.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,1133,Ward 1,2012.0,1
4,0,Warm Cool,1,6,1911.0,1969,1049000.0,2808.0,2 Story,Multi,Good Quality,4,Common Brick,Built Up,Hardwood,4,0,23,2121,Ward 1,2011.0,0
3,1,Warm Cool,1,3,1900.0,1967,1264000.0,2062.0,3 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,1,13,1882,Ward 1,2015.0,1
1,1,Warm Cool,1,4,1900.0,1957,695000.0,1728.0,3 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,870,Ward 1,2014.0,0
3,0,Hot Water Rad,1,5,1908.0,1967,1055000.0,2150.0,2 Story,Multi,Above Average,4,Common Brick,Built Up,Hardwood,3,0,23,2200,Ward 2,2010.0,0
1,1,Hot Water Rad,1,4,1917.0,1964,870000.0,2064.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,2,11,1600,Ward 2,2010.0,1
3,0,Warm Cool,1,6,1927.0,1967,1225000.0,1912.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,3,0,24,1600,Ward 2,2010.0,1
2,1,Warm Cool,1,3,1895.0,1972,1210000.0,1686.0,3 Story,Row Inside,Very Good,5,Common Brick,Metal- Sms,Carpet,1,0,11,1496,Ward 2,2014.0,1
3,1,Forced Air,1,4,1895.0,1972,1025000.0,2326.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,2,1,24,1584,Ward 2,2011.0,1
3,0,Warm Cool,1,4,1895.0,1972,810000.0,1632.0,3 Story,Row Inside,Very Good,4,Common Brick,Metal- Sms,Hardwood,2,2,24,782,Ward 2,2012.0,1
3,0,Hot Water Rad,0,4,1890.0,1969,840000.0,1622.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,988,Ward 2,2012.0,1
2,1,Forced Air,1,3,1900.0,1967,1100000.0,1826.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,0,11,1900,Ward 2,2013.0,1
3,0,Ht Pump,1,4,1885.0,1986,1240000.0,2292.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,1,11,1667,Ward 2,2012.0,1
3,1,Forced Air,1,4,1885.0,1969,818000.0,2322.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,2,2,24,1667,Ward 2,2010.0,1
2,0,Hot Water Rad,1,3,1870.0,1980,1300000.0,1988.0,3 Story,Semi-Detached,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,0,13,1423,Ward 2,2017.0,1
2,1,Forced Air,1,3,1870.0,1967,999000.0,1304.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Built Up,Hardwood,1,0,13,1423,Ward 2,2010.0,1
2,0,Forced Air,1,3,1880.0,1967,1125000.0,1272.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood,1,1,13,1423,Ward 2,2018.0,1
1,0,Hot Water Rad,0,2,1870.0,1967,797500.0,1272.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1423,Ward 2,2013.0,1
1,0,Forced Air,1,2,1880.0,1967,1115000.0,1280.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood,1,2,13,1423,Ward 2,2017.0,1
2,1,Hot Water Rad,1,4,1900.0,1967,850000.0,1888.0,3 Story,Row Inside,Good Quality,3,Common Brick,Metal- Sms,Hardwood,1,1,11,1600,Ward 2,2010.0,0
3,0,Warm Cool,1,3,1900.0,1960,1109000.0,1888.0,3 Story,Row End,Good Quality,3,Common Brick,Metal- Sms,Hardwood,3,0,24,1600,Ward 2,2015.0,1
1,0,Forced Air,0,3,1916.0,1954,1000000.0,1618.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,1,11,1742,Ward 2,2016.0,1
2,1,Hot Water Rad,1,4,1916.0,1957,1110000.0,1694.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,1,24,1742,Ward 2,2014.0,1
4,1,Warm Cool,1,6,1905.0,1972,1300000.0,2588.0,3 Story,Row Inside,Very Good,4,Common Brick,Metal- Sms,Hardwood,2,4,24,1700,Ward 2,2014.0,1
3,1,Warm Cool,1,3,1907.0,1963,1200000.0,2756.0,3 Story,Row Inside,Very Good,3,Common Brick,Metal- Sms,Hardwood,2,3,24,1700,Ward 2,2012.0,1
3,1,Warm Cool,1,3,1915.0,1967,1080000.0,1382.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,1,24,1386,Ward 2,2014.0,1
3,0,Warm Cool,1,5,1890.0,1960,1050000.0,2566.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,2,0,24,1800,Ward 2,2013.0,0
3,1,Warm Cool,1,4,1890.0,1986,1195000.0,2544.0,3 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood,1,2,11,2000,Ward 2,2010.0,1
4,1,Forced Air,1,6,1895.0,1969,1340000.0,2376.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Carpet,2,2,24,2000,Ward 2,2012.0,1
4,1,Forced Air,1,3,1895.0,1980,1367000.0,2436.0,3 Story,Row End,Good Quality,4,Common Brick,Metal- Sms,Hardwood,2,3,24,1080,Ward 2,2015.0,0
1,0,Forced Air,1,3,1875.0,1967,800000.0,1272.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood,1,1,13,1423,Ward 2,2014.0,1
1,1,Hot Water Rad,0,3,1875.0,1957,700000.0,1272.0,2 Story,Semi-Detached,Above Average,3,Common Brick,Built Up,Hardwood,1,1,13,1423,Ward 2,2013.0,1
3,0,Forced Air,1,3,1890.0,1969,1200000.0,2514.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,1400,Ward 2,2014.0,1
1,0,Hot Water Rad,1,5,1890.0,1969,1200000.0,2262.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Wood Floor,1,0,11,1400,Ward 2,2016.0,0
5,0,Forced Air,1,4,1890.0,1969,1103500.0,2904.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Carpet,2,2,24,1400,Ward 2,2014.0,1
2,1,Hot Water Rad,1,4,1890.0,1969,1349750.0,2199.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Wood Floor,2,0,24,1400,Ward 2,2018.0,0
3,1,Hot Water Rad,1,5,1890.0,1982,1360000.0,2355.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,2,2,24,1415,Ward 2,2013.0,1
4,0,Forced Air,1,6,1925.0,1960,1350000.0,2751.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,4,1,24,2146,Ward 2,2014.0,1
2,1,Forced Air,1,3,1870.0,1969,1400000.0,1288.0,2 Story,Row Inside,Good Quality,4,Common Brick,Neopren,Hardwood,2,1,24,2145,Ward 2,2015.0,1
1,0,Hot Water Rad,0,3,1925.0,1957,825000.0,1330.0,2 Story,Row Inside,Above Average,2,Common Brick,Metal- Sms,Hardwood,1,1,11,894,Ward 2,2016.0,0
1,1,Warm Cool,1,2,1900.0,1967,932500.0,1148.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,1,11,840,Ward 2,2018.0,1
2,0,Hot Water Rad,1,2,1918.0,1957,785000.0,1148.0,2 Story,Row Inside,Above Average,2,Common Brick,Metal- Sms,Hardwood,1,1,11,840,Ward 2,2016.0,0
1,1,Warm Cool,1,2,1900.0,1957,660000.0,1148.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,1,11,840,Ward 2,2010.0,1
2,0,Hot Water Rad,1,3,1907.0,1964,735000.0,1250.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,0,11,806,Ward 2,2011.0,1
2,0,Warm Cool,1,3,1917.0,1967,1020000.0,1260.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,1191,Ward 2,2018.0,1
3,1,Warm Cool,1,8,1907.0,1970,1299000.0,3000.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,2,24,1600,Ward 2,2011.0,1
2,1,Warm Cool,1,3,1907.0,1967,1345000.0,2040.0,2 Story,Row Inside,Above Average,5,Common Brick,Metal- Sms,Hardwood,2,2,24,1098,Ward 2,2017.0,1
3,1,Warm Cool,1,3,1979.0,1991,1025000.0,1360.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,2,24,1098,Ward 2,2013.0,1
2,1,Hot Water Rad,1,3,1900.0,1961,1193500.0,2900.0,2 Story,Row Inside,Very Good,4,Common Brick,Metal- Sms,Hardwood,2,2,24,1600,Ward 2,2010.0,1
2,1,Warm Cool,1,3,1890.0,1964,1175000.0,1881.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,1755,Ward 2,2014.0,1
2,0,Warm Cool,1,3,1913.0,1967,1041000.0,960.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,0,24,1400,Ward 2,2017.0,1
