BATHRM,HF_BATHRM,HEAT,AC,BEDRM,AYB,EYB,PRICE,GBA,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,WARD,SALEYEAR,RMDL
1,0,Warm Cool,1,3,1951.0,1961,310000.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,3038,Ward 5,2013.0,0
1,0,Forced Air,0,3,1951.0,1951,366400.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,3038,Ward 5,2016.0,0
2,2,Forced Air,1,3,2008.0,2011,500000.0,1644.0,2 Story,Town End,Above Average,4,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,11,2160,Ward 5,2014.0,0
3,1,Forced Air,1,3,2008.0,2011,560000.0,1314.0,2 Story,Town Inside,Above Average,4,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,1,11,1296,Ward 5,2018.0,0
3,1,Forced Air,1,3,2008.0,2011,385179.0,1314.0,2 Story,Town Inside,Above Average,4,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,11,1296,Ward 5,2010.0,0
2,1,Forced Air,1,4,2008.0,2011,413254.0,1644.0,2 Story,Town End,Above Average,4,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,2092,Ward 5,2010.0,0
2,0,Forced Air,1,3,1948.0,1970,600000.0,1223.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Built Up,Hardwood,1,0,13,2391,Ward 5,2018.0,1
1,1,Hot Water Rad,0,3,1939.0,1957,285000.0,1152.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,1750,Ward 5,2010.0,0
4,0,Hot Water Rad,0,4,1937.0,1954,580000.0,3500.0,2 Story,Multi,Average,3,Common Brick,Built Up,Hardwood,4,0,23,3150,Ward 5,2015.0,0
4,0,Warm Cool,1,6,1937.0,1964,599999.0,3360.0,2 Story,Multi,Average,4,Common Brick,Metal- Sms,Hardwood,4,0,23,4096,Ward 5,2015.0,1
4,0,Hot Water Rad,0,8,1937.0,1957,693200.0,3440.0,2 Story,Multi,Average,3,Common Brick,Built Up,Hardwood,4,0,23,3713,Ward 5,2017.0,1
4,0,Forced Air,1,8,1937.0,1964,479000.0,3440.0,2 Story,Multi,Average,4,Common Brick,Built Up,Hardwood,4,0,23,3500,Ward 5,2013.0,1
4,0,Hot Water Rad,0,8,1957.0,1957,327000.0,2800.0,2 Story,Multi,Average,3,Common Brick,Built Up,Hardwood,4,0,23,3500,Ward 5,2011.0,0
4,0,Hot Water Rad,0,4,1937.0,1943,420000.0,2800.0,2 Story,Multi,Average,3,Common Brick,Built Up,Hardwood,4,0,23,4250,Ward 5,2013.0,0
2,0,Forced Air,1,3,1941.0,1964,240000.0,1024.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood/Carp,1,0,11,1600,Ward 5,2012.0,1
2,0,Forced Air,1,3,1941.0,1964,420000.0,1024.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood/Carp,1,0,11,1600,Ward 5,2014.0,1
2,0,Forced Air,1,3,1941.0,1964,480100.0,992.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood/Carp,1,0,11,1600,Ward 5,2015.0,1
2,0,Forced Air,1,3,1942.0,1954,329000.0,1024.0,2 Story,Row End,Average,3,Common Brick,Built Up,Hardwood,1,0,11,1897,Ward 5,2016.0,0
2,0,Forced Air,1,3,1942.0,1964,230000.0,1024.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood/Carp,1,0,11,1600,Ward 5,2011.0,0
1,1,Forced Air,1,3,1947.0,1967,449000.0,1116.0,2 Story,Semi-Detached,Average,4,Common Brick,Built Up,Carpet,1,0,13,2330,Ward 5,2016.0,1
3,1,Hot Water Rad,1,4,1900.0,1967,940000.0,2298.0,2 Story,Single,Above Average,5,Wood Siding,Comp Shingle,Hardwood,1,1,12,7500,Ward 5,2016.0,1
2,1,Hot Water Rad,1,4,1957.0,1978,455000.0,1320.0,Split Level,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,7500,Ward 5,2012.0,1
3,1,Forced Air,1,4,1918.0,1984,900000.0,1930.0,2.5 Story Fin,Single,Above Average,5,Shingle,Comp Shingle,Wood Floor,1,0,12,5001,Ward 5,2018.0,1
3,0,Hot Water Rad,1,4,1917.0,1967,705000.0,1766.0,2 Story,Single,Above Average,4,Stucco,Comp Shingle,Hardwood/Carp,2,0,12,4538,Ward 5,2015.0,1
3,1,Forced Air,1,4,1908.0,1982,824500.0,1632.0,2 Story,Semi-Detached,Average,5,Wood Siding,Comp Shingle,Hardwood,1,0,13,2250,Ward 5,2017.0,1
3,1,Forced Air,1,4,1911.0,1967,710000.0,1377.0,2.5 Story Unfin,Single,Above Average,5,Shingle,Comp Shingle,Wood Floor,1,0,12,3675,Ward 5,2017.0,1
1,0,Warm Cool,1,3,1912.0,1967,517500.0,1240.0,2.5 Story Unfin,Single,Above Average,4,Vinyl Siding,Comp Shingle,Hardwood,1,0,12,4500,Ward 5,2014.0,0
2,2,Forced Air,0,3,1951.0,1966,701000.0,2276.0,2 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,8303,Ward 5,2015.0,0
3,1,Forced Air,1,4,2008.0,2011,555000.0,1660.0,2 Story,Town Inside,Above Average,4,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,1,11,1440,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,575000.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,344300.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
2,0,Warm Cool,1,4,1979.0,1991,390000.0,1408.0,2 Story,Semi-Detached,Above Average,3,Vinyl Siding,Comp Shingle,Wood Floor,1,0,13,3160,Ward 5,2015.0,0
2,0,Forced Air,1,3,1980.0,1986,410000.0,1188.0,2 Story,Semi-Detached,Above Average,3,Vinyl Siding,Comp Shingle,Hardwood,1,0,13,3160,Ward 5,2016.0,0
1,0,Hot Water Rad,0,3,1900.0,1954,395000.0,1368.0,2 Story,Single,Average,3,Stucco,Metal- Sms,Hardwood,1,0,12,3750,Ward 5,2015.0,0
2,0,Hot Water Rad,0,2,1925.0,1957,495000.0,1660.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,2453,Ward 5,2016.0,0
2,1,Forced Air,1,3,1936.0,1967,675000.0,1660.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,2453,Ward 5,2018.0,1
3,1,Forced Air,1,3,2015.0,2016,840000.0,1280.0,3 Story,Town End,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1621,Ward 5,2018.0,0
3,1,Forced Air,1,3,2015.0,2016,781000.0,1280.0,3 Story,Town Inside,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1620,Ward 5,2015.0,0
3,1,Forced Air,1,4,2015.0,2016,790000.0,1280.0,3 Story,Town Inside,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1620,Ward 5,2015.0,0
3,1,Forced Air,1,4,2015.0,2016,780000.0,1280.0,3 Story,Town Inside,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1620,Ward 5,2016.0,0
3,1,Forced Air,1,3,2015.0,2016,832000.0,1280.0,3 Story,Town Inside,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1620,Ward 5,2018.0,0
3,1,Forced Air,1,3,2015.0,2016,785000.0,1280.0,3 Story,Town End,Above Average,5,Common Brick,Neopren,Hardwood,1,0,11,1621,Ward 5,2016.0,0
4,0,Forced Air,1,6,1927.0,1964,599000.0,1790.0,1.5 Story Fin,Single,Average,5,Stucco,Comp Shingle,Hardwood,1,1,12,2750,Ward 5,2013.0,1
1,0,Hot Water Rad,1,3,1918.0,1957,500000.0,1613.0,2 Story,Single,Above Average,4,Common Brick,Slate,Hardwood,1,0,12,5532,Ward 5,2015.0,0
2,0,Forced Air,1,4,1918.0,1967,435000.0,1549.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,1,13,5532,Ward 5,2012.0,1
1,0,Hot Water Rad,0,3,1918.0,1957,633000.0,1536.0,2 Story,Semi-Detached,Above Average,3,Common Brick,Comp Shingle,Hardwood,1,1,13,5530,Ward 5,2017.0,0
2,0,Hot Water Rad,0,4,1918.0,1957,455000.0,1596.0,1.5 Story Fin,Row Inside,Above Average,3,Common Brick,Comp Shingle,Hardwood,1,1,11,6815,Ward 5,2013.0,0
1,1,Forced Air,1,3,1953.0,1962,245000.0,1080.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2340,Ward 5,2011.0,0
1,0,Forced Air,0,3,1953.0,1962,250000.0,1216.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2716,Ward 5,2013.0,0
1,0,Forced Air,1,3,1951.0,1970,240000.0,1080.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Hardwood/Carp,1,0,13,2717,Ward 5,2010.0,1
1,1,Forced Air,1,3,1953.0,1962,399900.0,1080.0,1.5 Story Fin,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2717,Ward 5,2016.0,0
2,1,Forced Air,1,3,1953.0,1971,590000.0,1080.0,2 Story,Semi-Detached,Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,2717,Ward 5,2017.0,1
2,0,Forced Air,1,3,1953.0,1953,241300.0,1080.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2997,Ward 5,2010.0,0
1,1,Warm Cool,1,3,1953.0,1962,260000.0,1080.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Carpet,1,0,13,3130,Ward 5,2010.0,0
1,1,Warm Cool,1,3,1953.0,1960,270000.0,1080.0,1.5 Story Unfin,Semi-Detached,Average,4,Common Brick,Comp Shingle,Carpet,1,0,13,2739,Ward 5,2013.0,1
4,0,Forced Air,1,5,1957.0,1978,1000000.0,1836.0,1.5 Story Fin,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,2,12,7500,Ward 5,2015.0,1
3,0,Forced Air,1,4,1910.0,1967,735000.0,1872.0,2 Story,Single,Above Average,4,Wood Siding,Comp Shingle,Wood Floor,1,0,12,7500,Ward 5,2014.0,1
3,1,Forced Air,1,3,1927.0,1967,625000.0,1820.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,1,13,5700,Ward 5,2016.0,1
1,1,Warm Cool,1,4,1950.0,1950,368000.0,1120.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood,1,0,13,1620,Ward 5,2017.0,0
2,1,Forced Air,1,4,1950.0,1969,626800.0,1132.0,2 Story,Semi-Detached,Average,5,Common Brick,Built Up,Carpet,1,0,13,2564,Ward 5,2017.0,1
1,1,Warm Cool,1,4,1950.0,1983,420000.0,1120.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Hardwood,2,0,11,2598,Ward 5,2014.0,1
1,1,Forced Air,1,3,1951.0,1970,341000.0,1120.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood/Carp,1,0,13,2140,Ward 5,2015.0,1
1,1,Warm Cool,1,3,1950.0,1969,330000.0,1120.0,2 Story,Row End,Average,4,Common Brick,Built Up,Hardwood,1,0,11,2340,Ward 5,2014.0,1
1,1,Forced Air,1,3,1951.0,1970,425000.0,1258.0,2 Story,Semi-Detached,Average,4,Common Brick,Built Up,Hardwood,1,0,13,1785,Ward 5,2017.0,1
1,1,Warm Cool,1,3,1951.0,1951,305000.0,1120.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood,1,0,13,1818,Ward 5,2015.0,0
2,0,Hot Water Rad,1,3,1926.0,1964,405000.0,750.0,1 Story,Single,Average,4,Vinyl Siding,Comp Shingle,Hardwood,1,0,12,3250,Ward 5,2013.0,1
2,1,Warm Cool,1,3,1978.0,1986,402000.0,1188.0,2 Story,Semi-Detached,Above Average,3,Vinyl Siding,Comp Shingle,Wood Floor,1,0,13,4054,Ward 5,2015.0,0
3,1,Forced Air,1,4,1923.0,1967,839900.0,1406.0,2 Story,Row Inside,Above Average,5,Brick Veneer,Built Up,Hardwood,1,0,24,1650,Ward 5,2017.0,1
3,1,Forced Air,1,4,1923.0,1967,808000.0,1444.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1715,Ward 5,2017.0,1
3,1,Forced Air,1,3,1923.0,1967,793100.0,1444.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1736,Ward 5,2016.0,1
3,0,Hot Water Rad,1,3,1924.0,1967,399000.0,1539.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,2900,Ward 5,2010.0,1
1,1,Hot Water Rad,0,3,1925.0,1954,435000.0,1520.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,4082,Ward 5,2013.0,0
2,0,Hot Water Rad,0,3,1925.0,1954,455000.0,1520.0,2 Story,Row End,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,4140,Ward 5,2016.0,0
2,1,Forced Air,1,3,1925.0,1967,772500.0,1520.0,2 Story,Row End,Above Average,5,Common Brick,Metal- Sms,Hardwood,1,0,11,4230,Ward 5,2017.0,1
1,0,Forced Air,0,2,1948.0,1958,277500.0,816.0,2 Story,Row Inside,Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1266,Ward 5,2013.0,0
2,0,Forced Air,1,2,1948.0,1968,339900.0,906.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1655,Ward 5,2013.0,1
2,0,Warm Cool,1,3,1948.0,1968,499000.0,816.0,2 Story,Semi-Detached,Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,1655,Ward 5,2018.0,1
1,0,Warm Cool,0,2,1948.0,1968,296000.0,816.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,1654,Ward 5,2015.0,0
2,0,Forced Air,1,3,1948.0,1968,533000.0,816.0,2 Story,Semi-Detached,Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,1655,Ward 5,2017.0,1
2,0,Forced Air,1,2,1948.0,1968,326280.0,816.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1655,Ward 5,2013.0,1
2,0,Forced Air,1,2,1948.0,1968,371500.0,816.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1655,Ward 5,2015.0,1
1,0,Forced Air,0,2,1948.0,1968,230850.0,816.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,1654,Ward 5,2014.0,0
1,0,Forced Air,1,3,1948.0,1968,520591.0,816.0,2 Story,Semi-Detached,Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,1642,Ward 5,2018.0,1
1,1,Warm Cool,1,3,1948.0,1967,300000.0,1223.0,2 Story,Single,Above Average,4,Common Brick,Built Up,Hardwood,3,0,13,2391,Ward 5,2015.0,1
3,1,Forced Air,1,4,1927.0,1967,962500.0,2000.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Built Up,Hardwood,2,1,13,5700,Ward 5,2016.0,1
3,0,Forced Air,1,4,1927.0,1967,861000.0,1820.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Metal- Sms,Hardwood,1,1,13,5100,Ward 5,2015.0,1
1,1,Hot Water Rad,0,3,1933.0,1957,466250.0,1260.0,2 Story,Single,Above Average,4,Brick/Siding,Comp Shingle,Hardwood,1,1,12,3750,Ward 5,2013.0,0
1,0,Hot Water Rad,1,2,1929.0,1964,732500.0,1144.0,2 Story,Single,Average,5,Stucco,Metal- Sms,Wood Floor,1,1,12,3750,Ward 5,2017.0,1
1,0,Forced Air,1,2,1905.0,1964,556350.0,1010.0,2 Story,Single,Average,4,Aluminum,Metal- Sms,Wood Floor,1,0,12,3750,Ward 5,2016.0,1
3,0,Hot Water Rad,1,4,1912.0,1967,525000.0,1892.0,2.5 Story Fin,Single,Above Average,5,Stucco,Comp Shingle,Hardwood,1,0,12,3500,Ward 5,2010.0,1
1,0,Forced Air,1,3,1925.0,1964,350000.0,1121.0,1 Story,Single,Average,4,Stucco,Comp Shingle,Hardwood,1,1,12,3077,Ward 5,2013.0,1
3,0,Hot Water Rad,1,5,1925.0,1967,828000.0,1768.0,2 Story,Single,Above Average,4,Common Brick,Comp Shingle,Hardwood,2,1,12,4470,Ward 5,2015.0,1
3,0,Hot Water Rad,0,2,1932.0,1969,410000.0,2259.0,2 Story,Single,Good Quality,3,Brick/Stucco,Comp Shingle,Hardwood,1,1,12,6020,Ward 5,2012.0,1
3,0,Forced Air,1,5,1958.0,1977,876500.0,2016.0,2 Story,Single,Above Average,5,Common Brick,Built Up,Hardwood,1,1,12,5600,Ward 5,2017.0,1
1,1,Warm Cool,1,3,1944.0,1951,530000.0,1122.0,2 Story,Row End,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,11,2970,Ward 5,2016.0,1
2,1,Warm Cool,1,3,1948.0,1968,300000.0,1122.0,2 Story,Row End,Average,4,Common Brick,Built Up,Hardwood/Carp,1,0,11,2970,Ward 5,2010.0,1
3,1,Forced Air,1,6,1930.0,1967,795000.0,2864.0,2 Story,Single,Above Average,4,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,1,12,14400,Ward 5,2014.0,1
2,1,Warm Cool,1,3,1931.0,1967,419000.0,1326.0,2 Story,Single,Above Average,4,Aluminum,Comp Shingle,Hardwood/Carp,1,0,12,7500,Ward 5,2011.0,1
1,0,Hot Water Rad,0,4,1923.0,1947,450000.0,1672.0,2 Story,Town Inside,Above Average,3,Wood Siding,Comp Shingle,Hardwood,1,0,12,7500,Ward 5,2015.0,0
2,1,Forced Air,1,3,1926.0,1967,580000.0,1328.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,2253,Ward 5,2015.0,1
2,0,Hot Water Rad,0,3,1934.0,1964,625000.0,1680.0,2 Story,Single,Average,4,Common Brick,Comp Shingle,Hardwood,2,2,12,5250,Ward 5,2014.0,1
2,0,Hot Water Rad,0,3,1933.0,1964,360000.0,1270.0,2 Story,Single,Average,4,Brick/Siding,Comp Shingle,Hardwood,1,1,12,5250,Ward 5,2011.0,1
2,0,Ht Pump,1,4,1916.0,1967,745000.0,1310.0,2 Story,Single,Above Average,4,Shingle,Comp Shingle,Hardwood,1,0,12,7500,Ward 5,2016.0,1
3,1,Forced Air,1,3,1923.0,1967,720000.0,1368.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1805,Ward 5,2016.0,1
2,0,Forced Air,1,2,1947.0,1957,313550.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2700,Ward 5,2014.0,0
1,1,Forced Air,0,3,1947.0,1967,380000.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood,1,0,13,2700,Ward 5,2016.0,0
2,0,Warm Cool,1,3,1947.0,1957,400000.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood,1,0,13,2700,Ward 5,2016.0,0
1,1,Forced Air,1,3,1947.0,1957,334750.0,1116.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Carpet,1,0,13,2700,Ward 5,2014.0,0
3,0,Forced Air,1,3,1948.0,1968,415000.0,1044.0,2 Story,Semi-Detached,Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,1983,Ward 5,2015.0,1
3,0,Electric Rad,1,3,1948.0,1984,325000.0,1188.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Hardwood/Carp,1,0,13,2020,Ward 5,2011.0,1
2,0,Warm Cool,1,3,1948.0,1965,375000.0,1044.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,2020,Ward 5,2016.0,0
3,0,Warm Cool,1,4,1965.0,1982,752500.0,1120.0,Split Foyer,Single,Above Average,5,Common Brick,Comp Shingle,Hardwood,1,0,12,4920,Ward 5,2018.0,1
2,0,Warm Cool,1,3,1948.0,1970,338900.0,1122.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,4018,Ward 5,2012.0,1
2,0,Forced Air,1,4,1948.0,1970,605000.0,1250.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,4018,Ward 5,2017.0,1
1,1,Warm Cool,1,3,1948.0,1961,360000.0,1122.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Carpet,1,0,11,4018,Ward 5,2015.0,0
2,0,Warm Cool,1,3,1948.0,1970,290000.0,1122.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Carpet,1,0,11,4018,Ward 5,2011.0,0
1,1,Warm Cool,1,3,1948.0,1961,395000.0,1122.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Carpet,1,0,11,4019,Ward 5,2016.0,0
1,1,Warm Cool,1,4,1948.0,1961,330000.0,1122.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,2499,Ward 5,2013.0,0
1,0,Hot Water Rad,0,3,1948.0,1958,370000.0,1122.0,2 Story,Row Inside,Average,3,Common Brick,Metal- Sms,Carpet,1,0,11,1874,Ward 5,2017.0,0
1,1,Forced Air,0,3,1948.0,1948,395000.0,1122.0,2 Story,Row End,Average,3,Common Brick,Slate,Hardwood,1,0,11,2569,Ward 5,2017.0,1
2,1,Forced Air,1,3,1950.0,1969,300000.0,1088.0,2 Story,Semi-Detached,Average,4,Common Brick,Built Up,Hardwood,1,0,13,2599,Ward 5,2012.0,1
1,1,Warm Cool,1,3,1950.0,1950,240000.0,1088.0,2 Story,Semi-Detached,Average,3,Common Brick,Metal- Sms,Carpet,1,0,13,2599,Ward 5,2010.0,0
1,1,Warm Cool,1,3,1957.0,1974,267500.0,1088.0,2 Story,Semi-Detached,Average,3,Brick/Siding,Built Up,Carpet,1,0,13,2600,Ward 5,2012.0,1
1,1,Warm Cool,1,3,1950.0,1960,238000.0,1088.0,2 Story,Semi-Detached,Average,3,Common Brick,Built Up,Hardwood,1,0,13,2600,Ward 5,2012.0,0
4,0,Hot Water Rad,0,4,1942.0,1964,350000.0,2720.0,2 Story,Multi,Average,3,Common Brick,Built Up,Hardwood/Carp,4,0,23,3060,Ward 5,2013.0,0
3,1,Warm Cool,1,4,1979.0,1990,580000.0,1867.0,2 Story,Semi-Detached,Average,4,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,13,5048,Ward 5,2017.0,1
2,2,Warm Cool,1,5,1980.0,1980,602000.0,1867.0,2 Story,Semi-Detached,Average,3,Common Brick,Comp Shingle,Carpet,1,1,13,3824,Ward 5,2018.0,0
2,2,Warm Cool,1,3,1979.0,1990,397600.0,1386.0,2 Story,Semi-Detached,Average,4,Common Brick,Comp Shingle,Carpet,1,1,13,3005,Ward 5,2013.0,1
2,2,Forced Air,1,3,1984.0,1994,520000.0,1386.0,2 Story,Semi-Detached,Average,4,Brick/Siding,Comp Shingle,Wood Floor,1,1,13,3001,Ward 5,2017.0,0
2,1,Hot Water Rad,0,4,1927.0,1954,450000.0,1360.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,1337,Ward 5,2018.0,1
3,1,Forced Air,1,4,1927.0,1967,754000.0,1360.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,0,11,1337,Ward 5,2017.0,1
3,1,Hot Water Rad,1,4,1927.0,1967,399999.0,1360.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,0,24,1338,Ward 5,2011.0,1
1,0,Hot Water Rad,0,4,1912.0,1947,670000.0,1580.0,2.5 Story Unfin,Single,Above Average,3,Stucco,Comp Shingle,Wood Floor,1,1,12,8149,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,585000.0,1388.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,574990.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,587000.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,660000.0,1388.0,3 Story,Town End,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1867,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,574990.0,1388.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2018.0,0
3,1,Forced Air,1,3,2017.0,2017,640216.0,1388.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,599405.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1800,Ward 5,2017.0,0
3,1,Forced Air,1,3,2017.0,2017,574990.0,1368.0,3 Story,Town Inside,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1867,Ward 5,2018.0,0
3,1,Forced Air,1,3,2017.0,2017,625000.0,1368.0,3 Story,Town End,Above Average,5,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,1867,Ward 5,2017.0,0
1,1,Warm Cool,1,3,1952.0,1964,330000.0,1188.0,2 Story,Row Inside,Above Average,3,Common Brick,Comp Shingle,Carpet,1,0,11,1314,Ward 5,2014.0,0
1,1,Warm Cool,1,3,1952.0,1964,459000.0,1188.0,2 Story,Semi-Detached,Above Average,3,Common Brick,Comp Shingle,Hardwood,1,0,13,1898,Ward 5,2017.0,0
3,1,Forced Air,1,3,1952.0,1973,625000.0,1368.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Comp Shingle,Hardwood,1,0,13,1898,Ward 5,2017.0,1
1,1,Warm Cool,1,3,1952.0,1973,499000.0,1188.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,2434,Ward 5,2017.0,1
2,0,Forced Air,1,3,1952.0,1973,484000.0,1188.0,2 Story,Row End,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,0,11,2068,Ward 5,2017.0,1
1,1,Warm Cool,1,3,1952.0,1973,480000.0,1188.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Comp Shingle,Hardwood,1,0,13,1898,Ward 5,2018.0,0
1,1,Warm Cool,1,3,1952.0,1964,500000.0,1188.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Comp Shingle,Carpet,1,0,13,1898,Ward 5,2018.0,1
1,1,Hot Water Rad,0,3,1938.0,1947,378000.0,1152.0,2 Story,Row End,Above Average,4,Brick/Stone,Built Up,Hardwood,1,0,11,2059,Ward 5,2013.0,0
